datetime	0	0.5	1	1.5	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
2013-05-01 08:00:00	7.21	7.113898305	7.018135593	6.895	6.836166667	6.491333333	6.172881356	6.271525424	6.212542373	6.114576271	6.073389831	6.037166667	6.078	6.027	6.083898305	5.935762712	5.975084746	6.024237288	5.874666667	5.75	5.8015	5.694576271	5.651694915
2013-05-01 09:00:00	7.730833333	7.635833333	7.5055	6.83440678	6.594915254	6.282542373	6.051525424	6.19440678	6.155166667	6.073333333	6.028833333	6.01440678	6.01440678	5.928983051	5.981186441	5.8415	5.871666667	5.946833333	5.829491525	5.734745763	5.826610169	5.731355932	5.680508475
2013-05-01 10:00:00	7.784237288	7.671525424	7.700508475	7.522372881	6.789666667	6.284666667	6.071	6.128666667	6.067288136	5.985762712	5.953898305	5.952881356	5.9115	5.833666667	5.87	5.716949153	5.748983051	5.839152542	5.716610169	5.64	5.742	5.6485	5.607166667
2013-05-01 16:00:00	9.614	7.741568627	7.414313725	7.001568627	6.7422	6.348	6.0944	6.2236	6.162745098	6.019411765	5.911176471	5.890980392	5.8266	5.7162	5.7774	5.6694	5.703333333	5.809411765	5.706862745	5.619607843	5.6908	5.5568	5.4732
2013-05-01 17:00:00	10.844	7.718305085	7.069661017	6.562372881	6.515762712	6.266166667	6.0155	6.101	5.991694915	5.829830508	5.734237288	5.761355932	5.732711864	5.658333333	5.747166667	5.6415	5.692881356	5.797288136	5.689491525	5.610508475	5.668305085	5.536	5.462333333
2013-05-01 18:00:00	11.13745763	7.908135593	6.960166667	6.557166667	6.5375	6.273220339	5.928305085	5.912881356	5.844745763	5.766779661	5.748666667	5.772166667	5.733166667	5.64559322	5.716949153	5.630677966	5.688983051	5.788813559	5.694666667	5.646166667	5.741166667	5.642542373	5.511525424
2013-05-01 19:00:00	10.9485	9.276166667	7.193559322	6.598644068	6.561864407	6.256949153	5.87779661	5.869333333	5.8405	5.774166667	5.754745763	5.783389831	5.743050847	5.629152542	5.709661017	5.618666667	5.686833333	5.7845	5.694237288	5.644915254	5.751864407	5.671864407	5.614166667
2013-05-01 20:00:00	11.86762712	9.282881356	7.693898305	6.766949153	6.6385	6.318166667	5.846833333	5.887288136	5.860169492	5.789322034	5.765084746	5.811666667	5.787333333	5.698666667	5.715	5.588135593	5.656271186	5.769152542	5.68	5.611333333	5.717	5.644833333	5.608474576
2013-05-01 21:00:00	14.34915254	7.7025	7.041833333	6.686333333	6.644915254	6.388983051	6.077118644	6.073050847	5.914166667	5.8315	5.792333333	5.853220339	5.838644068	5.795254237	5.834067797	5.657288136	5.694333333	5.788666667	5.69	5.617457627	5.718644068	5.64440678	5.608135593
2013-05-01 22:00:00	14.57783333	7.268813559	6.803559322	6.586101695	6.594237288	6.380333333	6.070166667	6.091666667	5.946949153	5.846440678	5.809830508	5.873389831	5.838305085	5.768	5.842	5.722333333	5.764237288	5.862033898	5.747288136	5.66440678	5.753050847	5.660333333	5.615166667
